timestamp,source_ip,destination_ip,protocol,port,size_bytes,http.host,http.request.uri,http.request.method,raw_payload
"Jun 11, 2025 09:57:11.832716000 India Standard Time",52.168.117.171,192.168.1.7,HTTPS,49969,581,,,,
"Jun 11, 2025 09:57:11.832831000 India Standard Time",192.168.1.7,52.168.117.171,HTTPS,443,66,,,,
"Jun 11, 2025 09:57:11.862134000 India Standard Time",52.168.117.171,192.168.1.7,HTTPS,49972,157,,,,
"Jun 11, 2025 09:57:11.862134000 India Standard Time",52.168.117.171,192.168.1.7,HTTPS,49972,116,,,,
"Jun 11, 2025 09:57:11.862134000 India Standard Time",52.168.117.171,192.168.1.7,HTTPS,49972,54,,,,
"Jun 11, 2025 09:57:11.862134000 India Standard Time",52.168.117.171,192.168.1.7,HTTPS,49972,54,,,,
"Jun 11, 2025 09:57:11.862134000 India Standard Time",52.168.117.171,192.168.1.7,HTTPS,49972,85,,,,
"Jun 11, 2025 09:57:11.862134000 India Standard Time",52.168.117.171,192.168.1.7,HTTPS,49972,54,,,,
"Jun 11, 2025 09:57:11.862134000 India Standard Time",52.168.117.171,192.168.1.7,HTTPS,49972,54,,,,
"Jun 11, 2025 09:57:11.862134000 India Standard Time",52.168.117.171,192.168.1.7,HTTPS,49972,54,,,,
"Jun 11, 2025 09:57:11.862134000 India Standard Time",52.168.117.171,192.168.1.7,HTTPS,49972,54,,,,
"Jun 11, 2025 09:57:11.862371000 India Standard Time",192.168.1.7,52.168.117.171,HTTPS,443,1304,,,,
"Jun 11, 2025 09:57:11.862371000 India Standard Time",192.168.1.7,52.168.117.171,HTTPS,443,1304,,,,
"Jun 11, 2025 09:57:11.862371000 India Standard Time",192.168.1.7,52.168.117.171,HTTPS,443,1304,,,,
"Jun 11, 2025 09:57:11.862371000 India Standard Time",192.168.1.7,52.168.117.171,HTTPS,443,1304,,,,
"Jun 11, 2025 09:57:11.862371000 India Standard Time",192.168.1.7,52.168.117.171,HTTPS,443,1304,,,,
"Jun 11, 2025 09:57:11.862371000 India Standard Time",192.168.1.7,52.168.117.171,HTTPS,443,1304,,,,
"Jun 11, 2025 09:57:11.862371000 India Standard Time",192.168.1.7,52.168.117.171,HTTPS,443,1304,,,,
"Jun 11, 2025 09:57:11.862371000 India Standard Time",192.168.1.7,52.168.117.171,HTTPS,443,1304,,,,
"Jun 11, 2025 09:57:11.862371000 India Standard Time",192.168.1.7,52.168.117.171,HTTPS,443,1304,,,,
"Jun 11, 2025 09:57:11.862371000 India Standard Time",192.168.1.7,52.168.117.171,HTTPS,443,1234,,,,
"Jun 11, 2025 09:57:11.862805000 India Standard Time",192.168.1.7,52.168.117.171,HTTPS,443,85,,,,
"Jun 11, 2025 09:57:11.926605000 India Standard Time",,,HTTPS,443,75,,,,
"Jun 11, 2025 09:57:11.999789000 India Standard Time",192.168.1.7,20.24.249.45,HTTPS,443,54,,,,
"Jun 11, 2025 09:57:12.000093000 India Standard Time",192.168.1.7,20.24.121.134,HTTPS,443,54,,,,
"Jun 11, 2025 09:57:12.000866000 India Standard Time",,,HTTPS,49933,86,,,,
"Jun 11, 2025 09:57:12.093592000 India Standard Time",52.168.117.171,192.168.1.7,HTTPS,49972,54,,,,
"Jun 11, 2025 09:57:12.093592000 India Standard Time",52.168.117.171,192.168.1.7,HTTPS,49972,54,,,,
"Jun 11, 2025 09:57:12.093592000 India Standard Time",52.168.117.171,192.168.1.7,HTTPS,49972,54,,,,
"Jun 11, 2025 09:57:12.093592000 India Standard Time",52.168.117.171,192.168.1.7,HTTPS,49972,54,,,,
"Jun 11, 2025 09:57:12.242308000 India Standard Time",52.168.117.171,192.168.1.7,HTTPS,49972,353,,,,
"Jun 11, 2025 09:57:12.287059000 India Standard Time",192.168.1.7,52.168.117.171,HTTPS,443,54,,,,
"Jun 11, 2025 09:57:12.615923000 India Standard Time",192.168.1.7,20.24.121.134,HTTPS,443,54,,,,
"Jun 11, 2025 09:57:12.709589000 India Standard Time",,,HTTPS,443,75,,,,
"Jun 11, 2025 09:57:12.754344000 India Standard Time",,,HTTPS,49934,86,,,,
"Jun 11, 2025 09:57:14.070413000 India Standard Time",,,HTTPS,443,74,,,,
"Jun 11, 2025 09:57:15.013703000 India Standard Time",192.168.1.7,44.228.249.3,HTTP,80,54,,,,
"Jun 11, 2025 09:57:15.014923000 India Standard Time",192.168.1.7,44.228.249.3,HTTP,80,66,,,,
"Jun 11, 2025 09:57:15.020428000 India Standard Time",192.168.1.7,44.228.249.3,HTTP,80,570,testphp.vulnweb.com,/login.php,GET,
