timestamp,source_ip,destination_ip,protocol,port,size_bytes,status
2025-06-10T14:50:39.909980,192.168.1.1,10.0.0.1,TCP,80,64,anomaly
2025-06-10T14:50:39.927259,192.168.1.2,10.0.0.2,UDP,53,65,normal
2025-06-10T14:50:39.937698,192.168.1.3,10.0.0.3,TCP,80,66,normal
2025-06-10T14:50:39.948140,192.168.1.4,10.0.0.4,UDP,53,67,normal
2025-06-10T14:50:39.958661,192.168.1.5,10.0.0.5,TCP,80,68,normal
2025-06-10T14:50:39.969111,192.168.1.6,10.0.0.6,UDP,53,69,anomaly
2025-06-10T14:50:39.979485,192.168.1.7,10.0.0.7,TCP,80,70,normal
2025-06-10T14:50:39.989915,192.168.1.8,10.0.0.8,UDP,53,71,normal
2025-06-10T14:50:40.000444,192.168.1.9,10.0.0.9,TCP,80,72,normal
2025-06-10T14:50:40.010986,192.168.1.10,10.0.0.10,UDP,53,73,normal
2025-06-10T14:50:40.021371,192.168.1.11,10.0.0.11,TCP,80,74,anomaly
2025-06-10T14:50:40.031766,192.168.1.12,10.0.0.12,UDP,53,75,normal
2025-06-10T14:50:40.041946,192.168.1.13,10.0.0.13,TCP,80,76,normal
2025-06-10T14:50:40.052369,192.168.1.14,10.0.0.14,UDP,53,77,normal
2025-06-10T14:50:40.062476,192.168.1.15,10.0.0.15,TCP,80,78,normal
2025-06-10T14:50:40.072721,192.168.1.16,10.0.0.16,UDP,53,79,anomaly
2025-06-10T14:50:40.083170,192.168.1.17,10.0.0.17,TCP,80,80,normal
2025-06-10T14:50:40.093550,192.168.1.18,10.0.0.18,UDP,53,81,normal
2025-06-10T14:50:40.103888,192.168.1.19,10.0.0.19,TCP,80,82,normal
2025-06-10T14:50:40.114085,192.168.1.20,10.0.0.20,UDP,53,83,normal
2025-06-10T14:50:40.124605,192.168.1.21,10.0.0.21,TCP,80,84,anomaly
2025-06-10T14:50:40.134966,192.168.1.22,10.0.0.22,UDP,53,85,normal
2025-06-10T14:50:40.145229,192.168.1.23,10.0.0.23,TCP,80,86,normal
2025-06-10T14:50:40.155631,192.168.1.24,10.0.0.24,UDP,53,87,normal
2025-06-10T14:50:40.166043,192.168.1.25,10.0.0.25,TCP,80,88,normal
2025-06-10T14:50:40.176499,192.168.1.26,10.0.0.26,UDP,53,89,anomaly
2025-06-10T14:50:40.186983,192.168.1.27,10.0.0.27,TCP,80,90,normal
2025-06-10T14:50:40.197398,192.168.1.28,10.0.0.28,UDP,53,91,normal
2025-06-10T14:50:40.207693,192.168.1.29,10.0.0.29,TCP,80,92,normal
2025-06-10T14:50:40.218120,192.168.1.30,10.0.0.30,UDP,53,93,normal
2025-06-10T14:50:40.228568,192.168.1.31,10.0.0.31,TCP,80,94,anomaly
2025-06-10T14:50:40.239235,192.168.1.32,10.0.0.32,UDP,53,95,normal
2025-06-10T14:50:40.249407,192.168.1.33,10.0.0.33,TCP,80,96,normal
2025-06-10T14:50:40.259720,192.168.1.34,10.0.0.34,UDP,53,97,normal
2025-06-10T14:50:40.269998,192.168.1.35,10.0.0.35,TCP,80,98,normal
2025-06-10T14:50:40.280230,192.168.1.36,10.0.0.36,UDP,53,99,anomaly
2025-06-10T14:50:40.290367,192.168.1.37,10.0.0.37,TCP,80,100,normal
2025-06-10T14:50:40.300640,192.168.1.38,10.0.0.38,UDP,53,101,normal
2025-06-10T14:50:40.311067,192.168.1.39,10.0.0.39,TCP,80,102,normal
2025-06-10T14:50:40.321370,192.168.1.40,10.0.0.40,UDP,53,103,normal
2025-06-10T14:50:40.331678,192.168.1.41,10.0.0.41,TCP,80,104,anomaly
2025-06-10T14:50:40.342203,192.168.1.42,10.0.0.42,UDP,53,105,normal
2025-06-10T14:50:40.352451,192.168.1.43,10.0.0.43,TCP,80,106,normal
