timestamp,source_ip,destination_ip,protocol,port,size_bytes,status
2025-06-10T14:56:48.787212,192.168.1.1,10.0.0.1,TCP,80,64,anomaly
2025-06-10T14:56:48.798260,192.168.1.2,10.0.0.2,UDP,53,65,normal
2025-06-10T14:56:48.808681,192.168.1.3,10.0.0.3,TCP,80,66,normal
2025-06-10T14:56:48.818878,192.168.1.4,10.0.0.4,UDP,53,67,normal
2025-06-10T14:56:48.829288,192.168.1.5,10.0.0.5,TCP,80,68,normal
2025-06-10T14:56:48.839673,192.168.1.6,10.0.0.6,UDP,53,69,anomaly
2025-06-10T14:56:48.849878,192.168.1.7,10.0.0.7,TCP,80,70,normal
2025-06-10T14:56:48.860046,192.168.1.8,10.0.0.8,UDP,53,71,normal
2025-06-10T14:56:48.870302,192.168.1.9,10.0.0.9,TCP,80,72,normal
2025-06-10T14:56:48.880479,192.168.1.10,10.0.0.10,UDP,53,73,normal
2025-06-10T14:56:48.891131,192.168.1.11,10.0.0.11,TCP,80,74,anomaly
2025-06-10T14:56:48.901706,192.168.1.12,10.0.0.12,UDP,53,75,normal
2025-06-10T14:56:48.912072,192.168.1.13,10.0.0.13,TCP,80,76,normal
2025-06-10T14:56:48.922515,192.168.1.14,10.0.0.14,UDP,53,77,normal
2025-06-10T14:56:48.932988,192.168.1.15,10.0.0.15,TCP,80,78,normal
2025-06-10T14:56:48.943350,192.168.1.16,10.0.0.16,UDP,53,79,anomaly
2025-06-10T14:56:48.953773,192.168.1.17,10.0.0.17,TCP,80,80,normal
2025-06-10T14:56:48.964203,192.168.1.18,10.0.0.18,UDP,53,81,normal
2025-06-10T14:56:48.974665,192.168.1.19,10.0.0.19,TCP,80,82,normal
2025-06-10T14:56:48.985028,192.168.1.20,10.0.0.20,UDP,53,83,normal
2025-06-10T14:56:48.995500,192.168.1.21,10.0.0.21,TCP,80,84,anomaly
2025-06-10T14:56:49.005851,192.168.1.22,10.0.0.22,UDP,53,85,normal
2025-06-10T14:56:49.016393,192.168.1.23,10.0.0.23,TCP,80,86,normal
2025-06-10T14:56:49.026635,192.168.1.24,10.0.0.24,UDP,53,87,normal
2025-06-10T14:56:49.037090,192.168.1.25,10.0.0.25,TCP,80,88,normal
2025-06-10T14:56:49.047298,192.168.1.26,10.0.0.26,UDP,53,89,anomaly
2025-06-10T14:56:49.057692,192.168.1.27,10.0.0.27,TCP,80,90,normal
2025-06-10T14:56:49.068150,192.168.1.28,10.0.0.28,UDP,53,91,normal
2025-06-10T14:56:49.078632,192.168.1.29,10.0.0.29,TCP,80,92,normal
2025-06-10T14:56:49.089107,192.168.1.30,10.0.0.30,UDP,53,93,normal
