timestamp,source_ip,destination_ip,protocol,port,size_bytes,status
2025-06-10T14:48:21.342339,192.168.1.1,10.0.0.1,TCP,80,64,anomaly
2025-06-10T14:48:21.353680,192.168.1.2,10.0.0.2,UDP,53,65,normal
2025-06-10T14:48:21.364129,192.168.1.3,10.0.0.3,TCP,80,66,normal
2025-06-10T14:48:21.374667,192.168.1.4,10.0.0.4,UDP,53,67,normal
2025-06-10T14:48:21.385151,192.168.1.5,10.0.0.5,TCP,80,68,normal
2025-06-10T14:48:21.395484,192.168.1.6,10.0.0.6,UDP,53,69,anomaly
2025-06-10T14:48:21.406174,192.168.1.7,10.0.0.7,TCP,80,70,normal
2025-06-10T14:48:21.416671,192.168.1.8,10.0.0.8,UDP,53,71,normal
2025-06-10T14:48:21.427081,192.168.1.9,10.0.0.9,TCP,80,72,normal
2025-06-10T14:48:21.437541,192.168.1.10,10.0.0.10,UDP,53,73,normal
2025-06-10T14:48:21.448073,192.168.1.11,10.0.0.11,TCP,80,74,anomaly
2025-06-10T14:48:21.458605,192.168.1.12,10.0.0.12,UDP,53,75,normal
2025-06-10T14:48:21.468745,192.168.1.13,10.0.0.13,TCP,80,76,normal
2025-06-10T14:48:21.479123,192.168.1.14,10.0.0.14,UDP,53,77,normal
2025-06-10T14:48:21.489276,192.168.1.15,10.0.0.15,TCP,80,78,normal
2025-06-10T14:48:21.499871,192.168.1.16,10.0.0.16,UDP,53,79,anomaly
2025-06-10T14:48:21.510285,192.168.1.17,10.0.0.17,TCP,80,80,normal
2025-06-10T14:48:21.520806,192.168.1.18,10.0.0.18,UDP,53,81,normal
2025-06-10T14:48:21.531443,192.168.1.19,10.0.0.19,TCP,80,82,normal
2025-06-10T14:48:21.541969,192.168.1.20,10.0.0.20,UDP,53,83,normal
2025-06-10T14:48:21.552275,192.168.1.21,10.0.0.21,TCP,80,84,anomaly
2025-06-10T14:48:21.562798,192.168.1.22,10.0.0.22,UDP,53,85,normal
2025-06-10T14:48:21.573284,192.168.1.23,10.0.0.23,TCP,80,86,normal
2025-06-10T14:48:21.583411,192.168.1.24,10.0.0.24,UDP,53,87,normal
2025-06-10T14:48:21.593858,192.168.1.25,10.0.0.25,TCP,80,88,normal
2025-06-10T14:48:21.604127,192.168.1.26,10.0.0.26,UDP,53,89,anomaly
2025-06-10T14:48:21.614451,192.168.1.27,10.0.0.27,TCP,80,90,normal
2025-06-10T14:48:21.624861,192.168.1.28,10.0.0.28,UDP,53,91,normal
2025-06-10T14:48:21.635154,192.168.1.29,10.0.0.29,TCP,80,92,normal
2025-06-10T14:48:21.645632,192.168.1.30,10.0.0.30,UDP,53,93,normal
2025-06-10T14:48:21.656258,192.168.1.31,10.0.0.31,TCP,80,94,anomaly
2025-06-10T14:48:21.666372,192.168.1.32,10.0.0.32,UDP,53,95,normal
2025-06-10T14:48:21.676733,192.168.1.33,10.0.0.33,TCP,80,96,normal
2025-06-10T14:48:21.687228,192.168.1.34,10.0.0.34,UDP,53,97,normal
2025-06-10T14:48:21.697626,192.168.1.35,10.0.0.35,TCP,80,98,normal
2025-06-10T14:48:21.708068,192.168.1.36,10.0.0.36,UDP,53,99,anomaly
2025-06-10T14:48:21.718301,192.168.1.37,10.0.0.37,TCP,80,100,normal
2025-06-10T14:48:21.728679,192.168.1.38,10.0.0.38,UDP,53,101,normal
2025-06-10T14:48:21.739018,192.168.1.39,10.0.0.39,TCP,80,102,normal
2025-06-10T14:48:21.749569,192.168.1.40,10.0.0.40,UDP,53,103,normal
2025-06-10T14:48:21.759769,192.168.1.41,10.0.0.41,TCP,80,104,anomaly
2025-06-10T14:48:21.770178,192.168.1.42,10.0.0.42,UDP,53,105,normal
2025-06-10T14:48:21.780657,192.168.1.43,10.0.0.43,TCP,80,106,normal
2025-06-10T14:48:21.791407,192.168.1.44,10.0.0.44,UDP,53,107,normal
2025-06-10T14:48:21.801766,192.168.1.45,10.0.0.45,TCP,80,108,normal
2025-06-10T14:48:21.811988,192.168.1.46,10.0.0.46,UDP,53,109,anomaly
2025-06-10T14:48:21.822357,192.168.1.47,10.0.0.47,TCP,80,110,normal
2025-06-10T14:48:21.832752,192.168.1.48,10.0.0.48,UDP,53,111,normal
2025-06-10T14:48:21.843087,192.168.1.49,10.0.0.49,TCP,80,112,normal
2025-06-10T14:48:21.853308,192.168.1.50,10.0.0.50,UDP,53,113,normal
2025-06-10T14:48:21.863433,192.168.1.51,10.0.0.51,TCP,80,114,anomaly
2025-06-10T14:48:21.873920,192.168.1.52,10.0.0.52,UDP,53,115,normal
2025-06-10T14:48:21.884338,192.168.1.53,10.0.0.53,TCP,80,116,normal
2025-06-10T14:48:21.894891,192.168.1.54,10.0.0.54,UDP,53,117,normal
2025-06-10T14:48:21.905192,192.168.1.55,10.0.0.55,TCP,80,118,normal
2025-06-10T14:48:21.915640,192.168.1.56,10.0.0.56,UDP,53,119,anomaly
2025-06-10T14:48:21.925950,192.168.1.57,10.0.0.57,TCP,80,120,normal
2025-06-10T14:48:21.936359,192.168.1.58,10.0.0.58,UDP,53,121,normal
2025-06-10T14:48:21.946925,192.168.1.59,10.0.0.59,TCP,80,122,normal
2025-06-10T14:48:21.957120,192.168.1.60,10.0.0.60,UDP,53,123,normal
2025-06-10T14:48:21.967465,192.168.1.61,10.0.0.61,TCP,80,124,anomaly
2025-06-10T14:48:21.978179,192.168.1.62,10.0.0.62,UDP,53,125,normal
2025-06-10T14:48:21.988356,192.168.1.63,10.0.0.63,TCP,80,126,normal
2025-06-10T14:48:21.998872,192.168.1.64,10.0.0.64,UDP,53,127,normal
2025-06-10T14:48:22.009046,192.168.1.65,10.0.0.65,TCP,80,128,normal
2025-06-10T14:48:22.019179,192.168.1.66,10.0.0.66,UDP,53,129,anomaly
2025-06-10T14:48:22.029420,192.168.1.67,10.0.0.67,TCP,80,130,normal
2025-06-10T14:48:22.040049,192.168.1.68,10.0.0.68,UDP,53,131,normal
2025-06-10T14:48:22.050694,192.168.1.69,10.0.0.69,TCP,80,132,normal
2025-06-10T14:48:22.060939,192.168.1.70,10.0.0.70,UDP,53,133,normal
2025-06-10T14:48:22.071208,192.168.1.71,10.0.0.71,TCP,80,134,anomaly
2025-06-10T14:48:22.081482,192.168.1.72,10.0.0.72,UDP,53,135,normal
2025-06-10T14:48:22.091994,192.168.1.73,10.0.0.73,TCP,80,136,normal
2025-06-10T14:48:22.102374,192.168.1.74,10.0.0.74,UDP,53,137,normal
2025-06-10T14:48:22.112864,192.168.1.75,10.0.0.75,TCP,80,138,normal
2025-06-10T14:48:22.123286,192.168.1.76,10.0.0.76,UDP,53,139,anomaly
2025-06-10T14:48:22.133613,192.168.1.77,10.0.0.77,TCP,80,140,normal
2025-06-10T14:48:22.143897,192.168.1.78,10.0.0.78,UDP,53,141,normal
2025-06-10T14:48:22.154580,192.168.1.79,10.0.0.79,TCP,80,142,normal
2025-06-10T14:48:22.164939,192.168.1.80,10.0.0.80,UDP,53,143,normal
2025-06-10T14:48:22.175176,192.168.1.81,10.0.0.81,TCP,80,144,anomaly
2025-06-10T14:48:22.185276,192.168.1.82,10.0.0.82,UDP,53,145,normal
2025-06-10T14:48:22.195461,192.168.1.83,10.0.0.83,TCP,80,146,normal
2025-06-10T14:48:22.205626,192.168.1.84,10.0.0.84,UDP,53,147,normal
2025-06-10T14:48:22.215851,192.168.1.85,10.0.0.85,TCP,80,148,normal
